annot_transcript_id logFC logCPM PValue annot_transcript_name adj_pval illumina_TPM_1 illumina_TPM_2 PacBio_K562_1 PacBio_K562_2
ENST00000414079.5 -5.64291814116817 2.73597326969814 0.000489068444351102 NA 1 7 7 0 0
ENST00000414083.6 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000414116.1 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000414142.5 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000414144.6 -0.300494226107759 2.28398528352465 1 ZNF200-204 1 3 2 3 0
ENST00000414154.6 -1.07433588745287 3.40732586302256 0.107859162914609 SMIM19-201 1 10 10 5 2
ENST00000414163.1 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000414190.6 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000414200.6 0.95325398015862 2.46369744825882 0.343810074148748 CCND3-204 1 4 0 3 3
ENST00000414202.6 -1.40242256967784 1.98941432888111 0.625018309429777 RIC1-203 1 2 2 0 1
ENST00000414207.5 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000414209.5 -5.53821886231359 2.66927309956982 0.000977874346469707 NA 1 7 6 0 0
ENST00000414212.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000414217.5 -4.67150791519679 2.19004864736027 0.03126144465052 NA 1 3 4 0 0
ENST00000414220.2 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000414236.5 0.334366643565574 1.60978519470642 1 ELP6-203 1 1 0 1 0
ENST00000414239.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000414241.7 -0.810640563062873 4.05375257459462 0.0739654419640095 RBBP4-204 1 19 14 10 4
ENST00000414242.3 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000414262.6 -2.37969655520704 3.62361251538217 5.98170760524652e-05 ATP5MPL-202 1 13 16 4 0
ENST00000414274.7 1.48412651279263 4.89283165484454 9.54507741521902e-05 PTGES3-202 1 16 12 36 23
ENST00000414284.6 3.37039673023551 1.61476509632543 0.500012206732887 STXBP2-202 1 0 0 1 1
ENST00000414287.5 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000414292.5 2.50357330344018 1.46283526712995 1 STAG3L5P-201 1 0 0 0 1
ENST00000414294.6 3.37039673023551 1.61476509632543 0.500012206732887 SAE1-204 1 0 0 1 1
ENST00000414307.5 -1.27612778899467 4.057244141154 0.0167027669751536 PPIG-203 1 21 15 5 6
ENST00000414316.5 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000414351.5 2.50357330344018 1.46283526712995 1 ZNF205-203 1 0 0 0 1
ENST00000414373.5 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000414381.5 2.50357330344018 1.46283526712995 1 AC118549.1-208 1 0 0 0 1
ENST00000414389.5 -5.02143617164236 2.36790305381885 0.00781784142363128 NA 1 5 4 0 0
ENST00000414423.7 -3.13933843921782 2.80259258594083 0.0129541015610903 WDR26-201 1 8 6 0 1
ENST00000414438.1 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000414443.5 2.5035425408364 1.45924314730803 1 UBE2F-205 1 0 0 1 0
ENST00000414457.5 2.5035425408364 1.45924314730803 1 SVIL-AS1-202 1 0 0 1 0
ENST00000414468.2 4.29890895024998 1.8811965061714 0.125018310323359 ZNF805-202 1 0 0 2 2
ENST00000414487.6 0.490198590792576 8.98192676740271 0.12650231233727 SNRPE-202 1 380 401 688 200
ENST00000414510.5 3.37039673023551 1.61476509632543 0.500012206732887 PTPA-210 1 0 0 1 1
ENST00000414517.6 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000414554.6 -5.16899383492702 2.44992666712073 0.00390968402380792 NA 1 5 5 0 0
ENST00000414558.2 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000414582.1 -4.20854988672337 1.98545620827426 0.125018310323359 NA 1 2 3 0 0
ENST00000414584.1 -5.16898743517294 2.44903247831045 0.00390968402380792 NA 1 6 4 0 0
ENST00000414598.1 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000414603.1 -2.62868596771042 3.07976757791285 0.00131522179904317 AC069277.1-203 1 10 8 2 0
ENST00000414606.1 0.385390260378773 2.097636210848 1 ULK4-202 1 1 2 2 1
ENST00000414630.6 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000414632.5 -5.16899383492702 2.44992666712073 0.00390968402380792 NA 1 5 5 0 0
ENST00000414645.6 -0.159607882462995 2.46029396849547 1 DPY19L4-201 1 3 3 2 2
ENST00000414664.5 2.50357330344018 1.46283526712995 1 CPNE1-207 1 0 0 0 1
ENST00000414676.5 -3.23698208761763 2.86023489351216 0.00183403935671103 NRSN2-AS1-201 1 8 7 1 0
ENST00000414706.2 4.60615243093888 2.00367032589109 0.03126144465052 ZNF557-202 1 0 0 1 4
ENST00000414712.2 0.371205009913507 1.87227730588376 1 PEX13-203 1 1 1 2 0
ENST00000414729.1 4.85920629457973 2.10339289911733 0.0156330116465042 RAB29-203 1 0 0 4 2
ENST00000414736.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000414771.5 -5.30284416545403 2.52660616798174 0.00195527144826077 NA 1 6 5 0 0
ENST00000414773.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000414784.1 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000414798.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000414832.2 2.50357330344018 1.46283526712995 1 PTRH1-202 1 0 0 0 1
ENST00000414890.1 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000414906.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000414924.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000414932.1 2.5035425408364 1.45924314730803 1 MRPS24-202 1 0 0 1 0
ENST00000414946.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000414963.2 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000414993.1 2.5035425408364 1.45924314730803 1 HP1BP3-204 1 0 0 1 0
ENST00000414996.1 -4.45851683271298 2.09097488525562 0.0625152589752817 NA 1 3 3 0 0
ENST00000415050.2 2.50357330344018 1.46283526712995 1 TMEM251-202 1 0 0 0 1
ENST00000415061.7 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000415076.6 -2.9217869988519 2.67056024095454 0.00635473926977619 COA1-204 1 6 6 1 0
ENST00000415116.1 -4.85704957143047 2.28088167027918 0.0156330116465042 NA 1 5 3 0 0
ENST00000415130.6 -5.53822526114886 2.67014674713233 0.000489068444351102 NA 1 6 7 0 0
ENST00000415142.1 2.5035425408364 1.45924314730803 1 LIPT1-203 1 0 0 1 0
ENST00000415149.6 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000415188.1 3.37039673023551 1.61476509632543 0.500012206732887 USP4-203 1 0 0 1 1
ENST00000415192.6 5.0744991323658 2.20633822763892 0.00781784142363128 HARS-202 1 0 0 4 3
ENST00000415195.1 2.5035425408364 1.45924314730803 1 LINC02569-206 1 0 0 1 0
ENST00000415213.6 3.37039673023551 1.61476509632543 0.500012206732887 BNIP2-202 1 0 0 1 1
ENST00000415215.1 -5.83194350136772 2.85897617827851 0.000122341725568448 NA 1 9 7 0 0
ENST00000415228.5 -5.30284416545403 2.52660616798174 0.00195527144826077 NA 1 6 5 0 0
ENST00000415229.6 4.29890895024998 1.8811965061714 0.125018310323359 ASRGL1-202 1 0 0 2 2
ENST00000415236.1 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000415251.6 3.908110778409 1.75576025765776 0.25001831009984 PHTF2-204 1 0 0 1 2
ENST00000415278.1 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000415282.5 -4.8570559718067 2.28179027339554 0.0156330116465042 NA 1 4 4 0 0
ENST00000415286.1 6.05287762043142 2.76142085084957 6.1191763650115e-05 RPS19P1-201 1 0 0 10 4
ENST00000415295.1 -4.45851683271298 2.09097488525562 0.0625152589752817 NA 1 3 3 0 0
ENST00000415314.6 2.5035425408364 1.45924314730803 1 GPATCH4-202 1 0 0 1 0
ENST00000415325.5 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000415330.2 -4.8570559718067 2.28179027339554 0.0156330116465042 NA 1 4 4 0 0
ENST00000415336.1 2.5035425408364 1.45924314730803 1 AC096536.2-201 1 0 0 1 0
ENST00000415352.6 -0.737294423477623 3.37110420883489 0.229665610560965 NDUFV1-202 1 8 10 5 3
ENST00000415357.1 -4.45851683271298 2.09097488525562 0.0625152589752817 NA 1 3 3 0 0
ENST00000415365.5 5.42762212537488 2.40065957909399 0.00195527144826077 BZW2-204 1 0 0 2 7
ENST00000415379.6 3.37039673023551 1.61476509632543 0.500012206732887 ZNF419-204 1 0 0 1 1
ENST00000415383.5 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000415385.7 2.5035425408364 1.45924314730803 1 MAP2K4-202 1 0 0 1 0
ENST00000415399.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000415409.6 -4.45851043171449 2.09005135905322 0.0625152589752817 NA 1 4 2 0 0
ENST00000415424.5 -4.8570559718067 2.28179027339554 0.0156330116465042 NA 1 4 4 0 0
ENST00000415428.5 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000415439.5 -5.02144257172168 2.36880459754523 0.00781784142363128 NA 1 4 5 0 0
ENST00000415442.2 0.334397406169356 1.61335793324434 1 TROVE2-207 1 1 0 0 1
ENST00000415469.5 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000415496.5 2.50357330344018 1.46283526712995 1 MGRN1-203 1 0 0 0 1
ENST00000415497.6 -2.16775348203467 4.12271107786867 3.20640560810976e-05 CCND3-205 1 21 22 4 3
ENST00000415530.1 -4.45851683271298 2.09097488525562 0.0625152589752817 NA 1 3 3 0 0
ENST00000415571.6 0.371242173074056 1.87487507466585 1 ZNF35-204 1 2 0 1 1
ENST00000415585.6 -4.8570559718067 2.28179027339554 0.0156330116465042 NA 1 4 4 0 0
ENST00000415609.6 -2.9991673616766 1.61029280614872 0.500012206732887 NA 1 0 2 0 0
ENST00000415611.7 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000415624.5 -5.53821886231359 2.66927309956982 0.000977874346469707 NA 1 7 6 0 0
ENST00000415641.7 -5.02143617164236 2.36790305381885 0.00781784142363128 NA 1 5 4 0 0
ENST00000415644.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000415669.3 -4.20854988672337 1.98545620827426 0.125018310323359 NA 1 2 3 0 0
ENST00000415673.6 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000415684.5 -0.838122394914916 2.19881256484244 1 TSEN2-204 1 2 3 0 2
ENST00000415688.1 -4.67150791519679 2.19004864736027 0.03126144465052 NA 1 3 4 0 0
ENST00000415708.6 -4.45851043171449 2.09005135905322 0.0625152589752817 NA 1 4 2 0 0
ENST00000415759.6 2.5035425408364 1.45924314730803 1 CEP78-204 1 0 0 1 0
ENST00000415772.5 -1.35902208083596 3.40694700823282 0.0433482165970014 SBDSP1-201 1 10 11 4 2
ENST00000415783.6 1.13572411990951 3.63503120377733 0.0351546622439552 TIA1-203 1 5 7 9 11
ENST00000415798.5 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000415807.6 2.5035425408364 1.45924314730803 1 FNDC3B-202 1 0 0 1 0
ENST00000415811.7 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000415816.6 1.29972363488836 2.09714532010986 0.687522885948556 IFI35-203 1 2 0 3 1
ENST00000415826.1 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000415827.6 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000415839.2 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000415846.3 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000415858.3 3.37039673023551 1.61476509632543 0.500012206732887 CT47A4-201 1 0 0 1 1
ENST00000415862.6 2.5035425408364 1.45924314730803 1 UBE2V1-206 1 0 0 1 0
ENST00000415868.5 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000415904.1 -5.02143617164236 2.36790305381885 0.00781784142363128 NA 1 5 4 0 0
ENST00000415905.5 0.700095042826405 2.37966246572651 0.507860558732546 PPP6C-202 1 2 2 3 2
ENST00000415912.6 5.07456064192702 2.2133822082294 0.00781784142363128 ECE1-204 1 0 0 2 5
ENST00000415913.5 -2.474996812771 3.69014263523199 3.41662191068784e-05 IDH1-203 1 15 16 4 0
ENST00000415914.3 -1.56325663286202 4.24612251070829 0.00163785878698266 THAP5-203 1 23 21 6 5
ENST00000415920.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000415922.6 0.115763003494873 3.50243967243856 0.999999999999972 ZNF322-201 1 9 7 7 6
ENST00000415930.8 6.05287762043142 2.76142085084957 6.1191763650115e-05 GPI-202 1 0 0 10 4
ENST00000415949.5 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000415954.6 -5.8319498992561 2.85982992130359 0.000122341725568448 NA 1 8 8 0 0
ENST00000415970.6 -0.579730422679679 5.96434950063668 0.0835040692403374 OR51B5-202 1 73 60 38 28
ENST00000416005.6 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000416007.8 0.0384061132427288 4.44090666714953 1 MBIP-203 1 19 17 24 4
ENST00000416016.2 1.8600696883867 2.29846381220664 0.179735562251946 EIF5A-204 1 0 2 3 3
ENST00000416035.1 -4.20854988672337 1.98545620827426 0.125018310323359 NA 1 2 3 0 0
ENST00000416052.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000416067.5 -3.3284073584197 2.91872599123789 0.000978441192425569 TEKT4P2-201 1 8 8 1 0
ENST00000416099.1 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000416144.5 -1.40242256967784 1.98941432888111 0.625018309429777 ZNF655-206 1 2 2 0 1
ENST00000416151.6 2.5035425408364 1.45924314730803 1 KNSTRN-202 1 0 0 1 0
ENST00000416160.1 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000416165.5 2.5035425408364 1.45924314730803 1 BAHD1-201 1 0 0 1 0
ENST00000416166.1 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000416169.5 -0.0667840462435958 3.28610559705708 0.999999999999971 FUT10-202 1 7 7 7 3
ENST00000416220.5 -3.90598947149716 1.86951586938983 0.25001831009984 NA 1 3 1 0 0
ENST00000416240.6 1.73890412125173 1.87625958596984 0.625018309429777 SLC25A13-202 1 1 0 2 1
ENST00000416247.3 1.05423803222785 3.76874869909963 0.0288861167849848 SMIM13-202 1 8 6 11 11
ENST00000416267.1 2.50357330344018 1.46283526712995 1 AL590139.1-201 1 0 0 0 1
ENST00000416282.2 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000416285.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000416288.6 3.37042749180845 1.61834897519305 0.500012206732887 FLYWCH1-203 1 0 0 0 2
ENST00000416293.7 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000416314.5 -5.64291174265801 2.73510648715316 0.000489068444351102 NA 1 8 6 0 0
ENST00000416321.5 -0.550436814190413 2.37443848320359 0.726589199295921 DEPDC4-203 1 3 3 2 1
ENST00000416330.2 -4.85704957143047 2.28088167027918 0.0156330116465042 NA 1 5 3 0 0
ENST00000416337.1 3.37036596931833 1.61118930007146 0.500012206732887 RTL10-204 1 0 0 2 0
ENST00000416395.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000416400.1 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000416415.2 -4.20854988672337 1.98545620827426 0.125018310323359 NA 1 2 3 0 0
ENST00000416427.5 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000416436.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000416445.6 -1.70500094456311 2.0914095514528 0.375030515715737 CALCOCO2-203 1 3 2 1 0
ENST00000416463.1 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000416469.6 3.90814153895109 1.75933575725417 0.125018310323359 SMIM19-202 1 0 0 0 3
ENST00000416488.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000416496.6 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000416503.6 -0.814106189514979 3.41169517418018 0.168772788654746 CBWD2-203 1 9 10 5 3
ENST00000416504.5 -2.99916095940483 1.60933725965378 0.500012206732887 NA 1 1 1 0 0
ENST00000416505.5 2.50357330344018 1.46283526712995 1 IKBKB-202 1 0 0 0 1
ENST00000416506.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000416518.1 -5.53821886231359 2.66927309956982 0.000977874346469707 NA 1 7 6 0 0
ENST00000416536.1 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000416538.5 -5.16898743517294 2.44903247831045 0.00390968402380792 NA 1 6 4 0 0
ENST00000416543.5 -4.45851683271298 2.09097488525562 0.0625152589752817 NA 1 3 3 0 0
ENST00000416560.5 2.50357330344018 1.46283526712995 1 TP53TG1-202 1 0 0 0 1
ENST00000416568.5 2.5035425408364 1.45924314730803 1 PFKFB4-204 1 0 0 1 0
ENST00000416599.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000416600.6 0.371242173074056 1.87487507466585 1 MAVS-201 1 2 0 1 1
ENST00000416602.6 0.369653872546032 4.95158274085839 0.374324968734275 STAG3L4-202 1 21 26 31 15
ENST00000416603.1 -5.30284416545403 2.52660616798174 0.00195527144826077 NA 1 6 5 0 0
ENST00000416614.6 1.32795760413009 3.64418803662997 0.00906915828461046 NOP14-203 1 6 5 7 14
ENST00000416618.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000416638.2 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000416649.6 1.20121443039581 1.75174662968584 1 NCKIPSD-204 1 0 1 1 1
ENST00000416662.1 -4.45851683271298 2.09097488525562 0.0625152589752817 NA 1 3 3 0 0
ENST00000416673.6 -3.71467304191038 3.17651500617901 4.020494115412e-05 RPL23AP7-202 1 12 9 1 0
ENST00000416682.6 2.50357330344018 1.46283526712995 1 MARK3-204 1 0 0 0 1
ENST00000416684.1 2.5035425408364 1.45924314730803 1 DDX39B-AS1-207 1 0 0 1 0
ENST00000416695.6 2.5035425408364 1.45924314730803 1 TMPPE-202 1 0 0 1 0
ENST00000416707.1 -0.76345865590503 2.45298441182506 0.507860558732546 IP6K2-207 1 3 4 3 0
ENST00000416719.5 -4.45851683271298 2.09097488525562 0.0625152589752817 NA 1 3 3 0 0
ENST00000416721.6 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000416732.5 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000416749.1 -5.53821886231359 2.66927309956982 0.000977874346469707 NA 1 7 6 0 0
ENST00000416757.1 2.5035425408364 1.45924314730803 1 SCLY-205 1 0 0 1 0
ENST00000416769.2 -1.86179999861193 4.44743932678129 3.52097996656835e-05 LINC00339-202 1 27 27 8 3
ENST00000416776.6 5.71096613026479 2.55727496858964 0.000489068444351102 FRMD8-203 1 0 0 5 6
ENST00000416795.6 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000416810.6 -0.712421315011652 6.07843991946032 0.0312701422231734 CCDC32-202 1 75 74 41 27
ENST00000416841.6 3.37039673023551 1.61476509632543 0.500012206732887 FAM156B-201 1 0 0 1 1
ENST00000416845.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000416848.6 -4.8570559718067 2.28179027339554 0.0156330116465042 NA 1 4 4 0 0
ENST00000416858.6 1.38577895139217 3.3014655542694 0.0433482165970014 SLC25A19-204 1 3 5 10 6
ENST00000416889.6 3.37036596931833 1.61118930007146 0.500012206732887 SPG21-202 1 0 0 2 0
ENST00000416904.4 2.50357330344018 1.46283526712995 1 ZNF740-201 1 0 0 0 1
ENST00000416915.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000416918.5 -4.85706877264426 2.28360878085621 0.0156330116465042 NA 1 2 6 0 0
ENST00000416952.5 -1.70497658328318 2.09583734760715 0.375030515715737 GAS5-203 1 2 3 0 1
ENST00000416961.6 2.04171063174457 2.94879841764271 0.00755038632779996 TMEM70-202 1 2 2 7 6
ENST00000416982.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000416984.6 -0.381086326865417 3.19967925678741 0.831857054972623 INTS9-201 1 7 7 3 5
ENST00000417007.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000417025.2 -4.20854988672337 1.98545620827426 0.125018310323359 NA 1 2 3 0 0
ENST00000417032.1 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000417036.1 -5.16899383492702 2.44992666712073 0.00390968402380792 NA 1 5 5 0 0
ENST00000417037.7 0.334391003600482 1.61431580623179 1 MYD88-203 1 0 1 0 1
ENST00000417038.1 -0.4956248208402 1.74774297120393 1 AC010894.2-202 1 0 2 1 0
ENST00000417044.1 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000417046.1 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000417069.6 4.60612167311395 2.00011971385222 0.03126144465052 ENTPD4-203 1 0 0 2 3
ENST00000417083.1 -5.02143617164236 2.36790305381885 0.00781784142363128 NA 1 5 4 0 0
ENST00000417097.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000417098.5 4.29893970910567 1.88475564502948 0.0625152589752817 SATB2-202 1 0 0 1 3
ENST00000417122.6 2.50357330344018 1.46283526712995 1 ITGB1-204 1 0 0 0 1
ENST00000417157.2 -4.45851043171449 2.09005135905322 0.0625152589752817 NA 1 4 2 0 0
ENST00000417173.6 -4.67150151449526 2.18913242382662 0.03126144465052 NA 1 4 3 0 0
ENST00000417185.6 -3.23695772322727 2.86442889722206 0.00739542742456172 PLCD1-202 1 7 8 0 1
ENST00000417207.5 -3.90487313390444 3.31613713627024 6.63207131539116e-05 GTPBP10-204 1 12 12 0 1
ENST00000417220.6 2.50357330344018 1.46283526712995 1 PARP3-202 1 0 0 0 1
ENST00000417226.6 -1.98560461233666 3.35677960063083 0.00260633832749263 HMCES-203 1 12 10 4 0
ENST00000417231.5 3.90808001852256 1.75219272278935 0.25001831009984 UBE2F-207 1 0 0 2 1
ENST00000417232.6 -1.30114194587845 2.3705577959183 0.289110561078801 CCDC144NL-AS1-201 1 3 4 2 0
ENST00000417237.5 -0.495618418568422 1.74679502857922 1 TCAIM-205 1 1 1 1 0
ENST00000417243.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000417253.7 1.73893488113817 1.87980799036646 0.375030515715737 HELZ-202 1 1 0 1 2
ENST00000417256.3 3.90804925929175 1.74863312134454 0.25001831009984 CT47A9-201 1 0 0 3 0
ENST00000417268.3 -3.52267695427958 1.74445651630095 0.25001831009984 NA 1 3 0 0 0
ENST00000417281.2 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000417300.1 -3.52268335619749 1.74540318727263 0.25001831009984 NA 1 2 1 0 0
ENST00000417302.5 3.37039673023551 1.61476509632543 0.500012206732887 HRAS-204 1 0 0 1 1
ENST00000417314.2 -2.16795897365885 2.2822186233235 0.125032042674722 KBTBD8-201 1 4 3 1 0
ENST00000417327.5 3.908110778409 1.75576025765776 0.25001831009984 NDUFA6-DT-201 1 0 0 1 2
ENST00000417333.7 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000417361.1 -2.9991673616766 1.61029280614872 0.500012206732887 NA 1 0 2 0 0
ENST00000417363.5 2.50357330344018 1.46283526712995 1 MTIF2-207 1 0 0 0 1
ENST00000417364.1 3.37036596931833 1.61118930007146 0.500012206732887 SGO1-204 1 0 0 2 0
ENST00000417376.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000417377.1 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000417391.1 -3.90600227476729 1.8713943389306 0.125018310323359 NA 1 1 3 0 0
ENST00000417410.6 4.85929856299634 2.11399604645645 0.0156330116465042 SMIM19-203 1 0 0 1 5
ENST00000417424.1 -3.52268975814379 1.74635037175796 0.25001831009984 NA 1 1 2 0 0
ENST00000417431.5 -2.99915455716146 1.60838224483831 0.500012206732887 NA 1 2 0 0 0
ENST00000417454.5 0.408097615218325 3.20085941726077 0.523579944576324 GP6-203 1 7 4 6 5
ENST00000417461.5 -5.02144257172168 2.36880459754523 0.00781784142363128 NA 1 4 5 0 0
ENST00000417482.5 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000417507.6 -5.64291814116817 2.73597326969814 0.000489068444351102 NA 1 7 7 0 0
ENST00000417512.1 -1.40244693066076 1.98496256847267 0.625018309429777 ENTR1-205 1 3 1 1 0
ENST00000417524.5 -3.90599587311803 1.87045485592956 0.125018310323359 NA 1 2 2 0 0
ENST00000417550.6 -0.159607882462995 2.46029396849547 1 ZNF250-202 1 3 3 2 2
ENST00000417572.5 -5.02142977159141 2.36700192935809 0.00781784142363128 NA 1 6 3 0 0
ENST00000417584.6 0.679023963283941 4.46789807741624 0.0977064478489258 GLUL-204 1 15 14 23 12
ENST00000417615.1 0.00214566583306203 2.20274999400123 1 RPL3P4-201 1 2 2 0 3
ENST00000417640.6 -5.16899383492702 2.44992666712073 0.00390968402380792 NA 1 5 5 0 0
ENST00000417641.6 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000417656.6 2.50357330344018 1.46283526712995 1 SKA1-203 1 0 0 0 1
ENST00000417688.5 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000417689.5 2.50357330344018 1.46283526712995 1 CES2-202 1 0 0 0 1
ENST00000417692.1 -2.16917589727083 1.45782809666091 1 NA 1 1 0 0 0
ENST00000417700.6 -2.1691822998397 1.45879162395152 1 NA 1 0 1 0 0
ENST00000417721.5 -0.138306261917183 4.08268731767119 0.999999999999999 ZFAS1-203 1 14 14 7 12
ENST00000417723.1 -4.20854348539951 1.98452478104245 0.125018310323359 NA 1 3 2 0 0
ENST00000417741.5 -4.45852323373985 2.09189887532176 0.0625152589752817 NA 1 2 4 0 0
